well_location	ncgc_id	smiles	MW	iupac	XLogP	monoisotopic_mass	formula	compound_name	Platenumber	WellNumber	WellLetter	plate_id	mixed_location_plate
E8	NCGC00180873-02	COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O	372.4	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenoxy]oxane-3,4,5-triol	-1.3	372.142		NCGC00180873-02	21	8	E	06P	06P_E8
E8	NCGC00347423-02	C[C@]12CCC3[C@@H](CC[C@H]4C[C@H](CC[C@]34C)OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)[C@@]1(O)CC[C@@H]2C7=CC(=O)OC7	698.8	3-[(3S,5S,8R,10S,13R,14S,17R)-3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	0.0	698.351		NCGC00347423-02	21	8	E	06P	06P_E8
E8	NCGC00347729-02	COC(=O)C1=CC(OC)=CC(OC)=C1C(=O)C2=C(O)C=C(C)C=C2O	346.3	methyl 2-(2,6-dihydroxy-4-methylbenzoyl)-3,5-dimethoxybenzoate	3.3	346.105		NCGC00347729-02	21	8	E	06P	06P_E8
E8	NCGC00347806-02	C[C@@H]1CCC(=O)[C@H](C)[C@@]1(C)CC\C(C)=C\CC2=C(O)C=C(C)C(C=O)=C2O	372.5	2,4-dihydroxy-6-methyl-3-[(E)-3-methyl-5-[(1S,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]pent-2-enyl]benzaldehyde	5.8	372.23		NCGC00347806-02	21	8	E	06P	06P_E8
E8	NCGC00384626-01	CC1C(O)C(=O)C2C3C(OOC2(C)C)C(CO)CC4(O)C(=O)C(C)(O)C=C4C13O	412.4		-2.1	412.173		NCGC00384626-01	21	8	E	06P	06P_E8
E8	NCGC00384627-01	CC1C(O)C(=O)C2C3C(O)(OOC2(C)C)C(CO)CC4(O)C(C=C(C)C4=O)C13O	412.4		-1.0	412.173		NCGC00384627-01	21	8	E	06P	06P_E8
E9	NCGC00169280-03	COC(=O)C1=C(C(=O)C2=C(O)C=C(C)C=C2O)C(O)=CC(OC)=C1	332.3	methyl 2-(2,6-dihydroxy-4-methylbenzoyl)-3-hydroxy-5-methoxybenzoate	2.9	332.09		NCGC00169280-03	21	9	E	06P	06P_E9
E9	NCGC00180613-03	ON1CCCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O	586.7	1,11,22-trihydroxy-1,6,11,16,22,27-hexazacyclodotriacontane-2,5,12,15,23,26-hexone	-2.6	586.333		NCGC00180613-03	21	9	E	06P	06P_E9
E9	NCGC00180657-03	C[C@@H]1CC(=O)C2=C(C1)C[C@@H](O)[C@]3(O)[C@@H](O)C4=C(C=CC=C4O)C(=O)C23	344.4	(3S,6R,6aS,7S)-6,6a,7,8-tetrahydroxy-3-methyl-3,4,5,6,7,12a-hexahydro-2H-benzo[a]anthracene-1,12-dione	-0.5	344.126		NCGC00180657-03	21	9	E	06P	06P_E9
E9	NCGC00347509-02	CC(C)=CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCC\C(C)=C\CC\C(C)=C\CO	739.2	(2E,6E)-3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,6,34-triene-1,11,15,19,23,27,31-heptol	8.6	738.637		NCGC00347509-02	21	9	E	06P	06P_E9
E9	NCGC00347799-02	COC1=CC(C2=CC=C(O)C=C2)=C(OC)C(O)=C1C3=CC=C(O)C=C3	338.4	2,5-bis(4-hydroxyphenyl)-3,6-dimethoxyphenol	4.1	338.115		NCGC00347799-02	21	9	E	06P	06P_E9
E9	NCGC00384593-01	CC(C)CC(=O)OC(COC1=C2OC(=O)C=CC2=CC3=C1OC=C3)C(C)(C)O	388.4	[3-hydroxy-3-methyl-1-(7-oxofuro[3,2-g]chromen-9-yl)oxybutan-2-yl] 3-methylbutanoate	3.1	388.152		NCGC00384593-01	21	9	E	06P	06P_E9
E9	NCGC00384604-01	COC[C@H](CC1=CC=C(OC)C(OC)=C1)[C@H](COC)CC2=CC=C(OC)C(OC)=C2	418.5	4-[(2R,3R)-3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-1,2-dimethoxybenzene	4.2	418.236		NCGC00384604-01	21	9	E	06P	06P_E9
E9	NCGC00386108-01	CC1=CC2=C(C(=O)C3=C(O)C=C(O)C=C3C2=O)C(=C1O)C4=C(O)C(C)=CC5=C4C(=O)C6=C(O)C=C(O)C=C6C5=O	538.5	2,6,8-trihydroxy-3-methyl-1-(2,6,8-trihydroxy-3-methyl-9,10-dioxoanthracen-1-yl)anthracene-9,10-dione	5.1	538.09		NCGC00386108-01	21	9	E	06P	06P_E9
E10	NCGC00169045-03	OC1=CC(O)=C2C(=O)\C(OC2=C1)=C\C3=CC(O)=C(O)C(O)=C3	302.2	(2Z)-4,6-dihydroxy-2-[(3,4,5-trihydroxyphenyl)methylidene]-1-benzofuran-3-one	2.4	302.043		NCGC00169045-03	21	10	E	06P	06P_E10
E10	NCGC00179715-03	COC(=O)C3(CC1=CC(CC2OC2(C)C)=C(O)C=C1)OC(=O)C(O)=C3C4=CC=C(O)C=C4	440.4	methyl 2-[[3-[(3,3-dimethyloxiran-2-yl)methyl]-4-hydroxyphenyl]methyl]-4-hydroxy-3-(4-hydroxyphenyl)-5-oxofuran-2-carboxylate	3.0	440.147		NCGC00179715-03	21	10	E	06P	06P_E10
E10	NCGC00179930-02	CC1=C2OC(C)(C)C=CC2=C3NC4=C(C=CC=C4)C3=C1	263.3	3,3,5-trimethyl-11H-pyrano[3,2-a]carbazole	4.7	263.131		NCGC00179930-02	21	10	E	06P	06P_E10
E10	NCGC00180454-03	COC1=CC(O)=C(C(=O)C2=C(OC)C=C(O)C=C2C)C(O)=C1	304.3	(2,6-dihydroxy-4-methoxyphenyl)-(4-hydroxy-2-methoxy-6-methylphenyl)methanone	3.1	304.095		NCGC00180454-03	21	10	E	06P	06P_E10
E10	NCGC00347666-02	C[C@@H]1CCC(=O)[C@H](C)[C@@]1(C)\C=C\C(C)=C\CC2=C(O)C=C(C)C(C=O)=C2O	370.5	2,4-dihydroxy-6-methyl-3-[(2E,4E)-3-methyl-5-[(1R,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]penta-2,4-dienyl]benzaldehyde	5.6	370.214		NCGC00347666-02	21	10	E	06P	06P_E10
E10	NCGC00347717-02	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C4=CC=C(O)C=C4)[C@H](O)CC(N)=O	1079.2		0.9	1078.58		NCGC00347717-02	21	10	E	06P	06P_E10
E10	NCGC00381454-01	CC(C)CCCCCCCCCC\C=C\C(=O)N[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)O[C@@H](C[C@@H](O)[C@H]3O[C@H]([C@H](O)[C@@H]3O)N4C=CC(=O)NC4=O)[C@H](O)[C@@H]1O	844.9					NCGC00381454-01	21	10	E	06P	06P_E10
E10	NCGC00384592-01	OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC=C(O)C=C4)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@@H]1O	580.5	3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	-0.8	580.143		NCGC00384592-01	21	10	E	06P	06P_E10
E11	NCGC00169800-02	CC(O)CC(=O)C1=C(O)C=CC(O)=C1	196.2	1-(2,5-dihydroxyphenyl)-3-hydroxybutan-1-one	1.1	196.074		NCGC00169800-02	21	11	E	06P	06P_E11
E11	NCGC00380077-01	C\C=C\C1=C(CO)C(=O)C2(OC2C1O)C(O)C=C(C)C	280.3	2-hydroxy-4-(hydroxymethyl)-6-(1-hydroxy-3-methylbut-2-enyl)-3-[(E)-prop-1-enyl]-7-oxabicyclo[4.1.0]hept-3-en-5-one	0.2	280.131		NCGC00380077-01	21	11	E	06P	06P_E11
E11	NCGC00380078-01	O[C@H]1CC(=O)C2=C(O)C=CC3=C2[C@@H]1[C@]4(O)CCC(=O)C5=C4C3=CC=C5O	352.3	(12S,12aS,12bR)-4,9,12,12b-tetrahydroxy-2,11,12,12a-tetrahydro-1H-perylene-3,10-dione	1.4	352.095		NCGC00380078-01	21	11	E	06P	06P_E11
E11	NCGC00380079-01	COC1=CC(=O)OCC1O	144.1	3-hydroxy-4-methoxy-2,3-dihydropyran-6-one	-0.7	144.042		NCGC00380079-01	21	11	E	06P	06P_E11
E11	NCGC00380080-01	COC1=CC(=O)OC1CO	144.1	2-(hydroxymethyl)-3-methoxy-2H-furan-5-one	-0.7	144.042		NCGC00380080-01	21	11	E	06P	06P_E11
E11	NCGC00380081-01	C\C=C\CCC1=CC(O)=C2C(CO)C(C)OC2=C1	248.3	3-(hydroxymethyl)-2-methyl-6-[(E)-pent-3-enyl]-2,3-dihydro-1-benzofuran-4-ol	2.7	248.141		NCGC00380081-01	21	11	E	06P	06P_E11
E11	NCGC00380083-01	COC1=CC=C(C=C1)C(=O)\C=C\C2=CC(=C(O)C=C2O)C(C)(C)C=C	338.4	(E)-3-[2,4-dihydroxy-5-(2-methylbut-3-en-2-yl)phenyl]-1-(4-methoxyphenyl)prop-2-en-1-one	4.9	338.152		NCGC00380083-01	21	11	E	06P	06P_E11
E11	NCGC00384611-01	OC(=O)C1=CC=CC(O)=C1C(=O)C2=C(O)C=C(C=C2O)C(=O)O[C@@H]3CCCNC[C@H]3NC(=O)C4=CC=C(O)C=C4	550.5	2-[2,6-dihydroxy-4-[(3R,4R)-3-[(4-hydroxybenzoyl)amino]azepan-4-yl]oxycarbonylbenzoyl]-3-hydroxybenzoic acid	0.7	550.159		NCGC00384611-01	21	11	E	06P	06P_E11
E12	NCGC00161931-02	COC1=CC(=CC(OC)=C1O)C2C3C(COC3=O)CC4=C2C=C5OCOC5=C4O	400.4	4-hydroxy-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one	2.6	400.116		NCGC00161931-02	21	12	E	06P	06P_E12
E12	NCGC00168920-03	CC1OC(OC2C(O)C(OCCC3=CC(O)=C(O)C=C3)OC(CO)C2OC(=O)\C=C\C4=CC(O)=C(O)C=C4)C(OC5OCC(O)C(O)C5O)C(O)C1O	756.7	[4-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	-2.0	756.248		NCGC00168920-03	21	12	E	06P	06P_E12
E12	NCGC00380154-01	CC1NC2N(C1=O)C3=CC=CC=C3C24CC5N6C(=O)C7=C(C=CC=C7)N=C6C(O4)N(C)C5=O	443.5		0.8	443.159		NCGC00380154-01	21	12	E	06P	06P_E12
E12	NCGC00380158-01	CC(C)C(NC(=O)C(C)OC(=O)C(NC(=O)C(OC(=O)C(NC(=O)C(C)O)C(C)C)C(C)C)C(C)C)C(O)=O	559.6	2-[2-[2-[[2-[2-(2-hydroxypropanoylamino)-3-methylbutanoyl]oxy-3-methylbutanoyl]amino]-3-methylbutanoyl]oxypropanoylamino]-3-methylbutanoic acid	3.3	559.31		NCGC00380158-01	21	12	E	06P	06P_E12
E12	NCGC00384616-01	COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C3=CC=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C3	476.4	5-hydroxy-6,7-dimethoxy-2-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one	1.2	476.132		NCGC00384616-01	21	12	E	06P	06P_E12
G2	NCGC00169118-03	CCC(C)C(=O)O[C@@H]1[C@H](OC(C)=O)C2=C3OC(=O)C=CC3=CC=C2OC1(C)C	388.4	[(9R,10R)-10-acetyloxy-8,8-dimethyl-2-oxo-9,10-dihydropyrano[2,3-f]chromen-9-yl] 2-methylbutanoate	3.4	388.152		NCGC00169118-03	22	2	G	06P	06P_G2
G2	NCGC00180738-02	OC[C@H]1O[C@@H](OC2=C(\C=C\C(O)=O)C=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O	326.3	(E)-3-[2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enoic acid	-0.4	326.1		NCGC00180738-02	22	2	G	06P	06P_G2
G2	NCGC00180788-02	COC1=C2C(=O)C(=COC2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C1)C4=CC=C(O)C=C4	446.4	3-(4-hydroxyphenyl)-5-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	0.6	446.121		NCGC00180788-02	22	2	G	06P	06P_G2
G2	NCGC00180799-02	C[C@@H]1O[C@@H](OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@H](O)[C@H]1O	448.4	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	0.9	448.101		NCGC00180799-02	22	2	G	06P	06P_G2
G2	NCGC00180847-02	CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]3CC[C@]4(C)C3[C@H](O)CC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C(C)(C)C6CC[C@@]45C	1079.3	(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,8R,10R,12R,14R,17S)-17-[(2S)-2-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-methylhept-5-en-2-yl]-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	0.9	1078.592		NCGC00180847-02	22	2	G	06P	06P_G2
G2	NCGC00380239-01	CC(CC(O)C(O)C(C)(C)O)C1=C2CCC3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1O	490.7	16-hydroxy-4,4,8,10,14-pentamethyl-17-(4,5,6-trihydroxy-6-methylheptan-2-yl)-1,2,5,6,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-3-one	3.7	490.366		NCGC00380239-01	22	2	G	06P	06P_G2
G2	NCGC00384605-01	CC(C)=CCC\C(C)=C\CC1=C2OC(=O)C=CC2=CC=C1O	298.4	8-[(2E)-3,7-dimethylocta-2,6-dienyl]-7-hydroxychromen-2-one	5.3	298.157		NCGC00384605-01	22	2	G	06P	06P_G2
G3	NCGC00179860-02	CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCC3=C(C(O)=O)C(O)=C(C)C=C3	590.8	6-[(3R,4S,5S,7R)-7-[(2S,3S,5S)-5-ethyl-5-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-3-methyloxolan-2-yl]-4-hydroxy-3,5-dimethyl-6-oxononyl]-2-hydroxy-3-methylbenzoic acid	6.4	590.382		NCGC00179860-02	22	3	G	06P	06P_G3
G3	NCGC00180137-02	C[C@@H]1CC(=O)C2=C3C(=O)C4=C(C(O)=CC=C4)C(=O)C3=CC=C2C1	306.3	(3S)-8-hydroxy-3-methyl-3,4-dihydro-2H-benzo[a]anthracene-1,7,12-trione	3.6	306.089		NCGC00180137-02	22	3	G	06P	06P_G3
G3	NCGC00180411-02	COC(=O)C1=C(OC2=C(C(O)=O)C(O)=CC(C)=C2)C(OC)=CC(O)=C1	348.3	2-hydroxy-6-(4-hydroxy-2-methoxy-6-methoxycarbonylphenoxy)-4-methylbenzoic acid	3.0	348.085		NCGC00180411-02	22	3	G	06P	06P_G3
G3	NCGC00180532-02	CC[C@H](O)C[C@@H]1CC[C@@H](O1)[C@@H](C)C(O)=O	216.3	(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxybutyl]oxolan-2-yl]propanoic acid	1.4	216.136		NCGC00180532-02	22	3	G	06P	06P_G3
G3	NCGC00380306-01	OCC1=CC2=C(C(O)=C1)C(=O)C3=C(O)C(Cl)=C(O)C=C3C2=O	320.7	2-chloro-1,3,8-trihydroxy-6-(hydroxymethyl)anthracene-9,10-dione	2.1	320.009		NCGC00380306-01	22	3	G	06P	06P_G3
G3	NCGC00380308-01	CCC(C)(C(=O)C[C@@H]1[C@@H](C)[C@@](C)(O)OC1=O)C(=O)OC	286.3	methyl 2-ethyl-4-[(3R,4R,5S)-5-hydroxy-4,5-dimethyl-2-oxooxolan-3-yl]-2-methyl-3-oxobutanoate	1.3	286.142		NCGC00380308-01	22	3	G	06P	06P_G3
G3	NCGC00384612-01	COC1=CC(CO)=CC2=C1C(=O)C3=C(O)C=C(O)C=C3C2=O	300.3	1,3-dihydroxy-6-(hydroxymethyl)-8-methoxyanthracene-9,10-dione	1.8	300.063		NCGC00384612-01	22	3	G	06P	06P_G3
G3	NCGC00384628-01	COC1=C(C(=O)OC2(C)C(=O)C=C3C=C(OC=C3C2=O)\C=C\C)C(C)=CC(O)=C1	396.4	[7-methyl-6,8-dioxo-3-[(E)-prop-1-enyl]isochromen-7-yl] 4-hydroxy-2-methoxy-6-methylbenzoate	3.0	396.121		NCGC00384628-01	22	3	G	06P	06P_G3
G4	NCGC00180025-03	COC1=CC(O[C@@H]2O[C@H](CO[C@H]3OC[C@](O)(CO)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC	478.4	(2R,3S,4S,5R,6S)-2-[[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol	-2.1	478.169		NCGC00180025-03	22	4	G	06P	06P_G4
G4	NCGC00347687-02	CC(O)C(O)C1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1	330.3	3-(1,2-dihydroxypropyl)-1,6,8-trihydroxyanthracene-9,10-dione	1.3	330.074		NCGC00347687-02	22	4	G	06P	06P_G4
G4	NCGC00380373-01	CC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(O)=O	264.3	2-[(2-amino-3-methylbutanoyl)amino]-3-phenylpropanoic acid	-2.2	264.147		NCGC00380373-01	22	4	G	06P	06P_G4
G4	NCGC00380374-01	CC(C)C(=O)OC(C(OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(OC(=O)\C=C\C3=CC(O)=C(O)C=C3)C(O)=O)C(O)=O	766.7	2,3,4-tris[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-5-(2-methylpropanoyloxy)hexanedioic acid	4.3	766.175		NCGC00380374-01	22	4	G	06P	06P_G4
G4	NCGC00380375-01	COC1=C(C)C(=O)OC(=C1C)C(C)(O)C(O)C(\C)=C\C(C)=C\C2(C)OC(C)C3(C)OC23	434.5	6-[(4E,6E)-2,3-dihydroxy-4,6-dimethyl-7-(1,2,4-trimethyl-3,6-dioxabicyclo[3.1.0]hexan-4-yl)hepta-4,6-dien-2-yl]-4-methoxy-3,5-dimethylpyran-2-one	1.9	434.23		NCGC00380375-01	22	4	G	06P	06P_G4
G4	NCGC00384594-01	C\C=C(\C)C(=O)OC(C)(C)C1OC2=CC=C3C=CC(=O)OC3=C2C1O	344.4	2-(9-hydroxy-2-oxo-8,9-dihydrofuro[2,3-h]chromen-8-yl)propan-2-yl (Z)-2-methylbut-2-enoate	2.6	344.126		NCGC00384594-01	22	4	G	06P	06P_G4
G4	NCGC00384599-01	C[C@@H]1O[C@@H](OC2C(O)C(O)C(COC(C)=O)OC2OC3=C(OC4=CC(OC5OC(CO)C(O)C(O)C5O)=CC(O)=C4C3=O)C6=CC=C(O)C=C6)[C@H](O)[C@H](O)[C@H]1O	798.7	[3,4-dihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl acetate	-2.2	798.222		NCGC00384599-01	22	4	G	06P	06P_G4
G5	NCGC00016349-11	COC1=C(O)C=C2OC(=O)C=CC2=C1	192.2	7-hydroxy-6-methoxychromen-2-one	1.5	192.042		NCGC00016349-11	22	5	G	06P	06P_G5
G5	NCGC00347664-02	COC1=CC(O)=C2C(=O)C3=C(O)C=C(C)C=C3C(O)(CC=C(C)C)C2=C1	354.4	1,8,10-trihydroxy-3-methoxy-6-methyl-10-(3-methylbut-2-enyl)anthracen-9-one	4.2	354.147		NCGC00347664-02	22	5	G	06P	06P_G5
G5	NCGC00380443-01	CCC(=O)C(=O)C1=C(O)C=C(OC1=O)\C=C\C	236.2	3-(1-hydroxy-2-oxobutylidene)-6-[(E)-prop-1-enyl]pyran-2,4-dione	1.8	236.068		NCGC00380443-01	22	5	G	06P	06P_G5
G5	NCGC00384585-01	COC1=C(O)C=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C6=CC(O)=C(O)C=C6)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)=C1	919.8	[(2R,3S,4S,5R,6R)-6-[[(2R,3R,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromenylium-3-yl]oxy-3,4-dihydroxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate		919.251		NCGC00384585-01	22	5	G	06P	06P_G5
G5	NCGC00384597-01	CC1C(=O)OC2C3=C(C)C(O)CCC3(C)CCC12O	266.3	3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one	0.5	266.152		NCGC00384597-01	22	5	G	06P	06P_G5
G5	NCGC00384606-01	CC(=O)OC1C(O)C(CO)OC(O)C1OC(=O)\C=C\C2=CC=C(O)C=C2	368.3	[4-acetyloxy-2,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate	0.3	368.111		NCGC00384606-01	22	5	G	06P	06P_G5
G6	NCGC00168849-02	COC1=CC2=C(C(C(CO[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C(CO)C2)C4=CC(OC)=C(O)C(OC)=C4)C(O)=C1O	582.6	(2S,3S,4S,5R,6R)-6-[[7,8-dihydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid	0.3	582.195		NCGC00168849-02	22	6	G	06P	06P_G6
G6	NCGC00180383-02	COC1=C(O)C=CC(CC2COC(=O)C2(O)CC3=CC(OC)=C(O)C=C3)=C1	374.4	3-hydroxy-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	2.5	374.137		NCGC00180383-02	22	6	G	06P	06P_G6
G6	NCGC00180704-02	CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]3CC[C@]4(C)C3[C@H](O)CC5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)C(C)(C)C6CC[C@@]45C	1079.3	(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-2-[[(3S,8R,10R,12R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	0.3	1078.592		NCGC00180704-02	22	6	G	06P	06P_G6
G6	NCGC00380514-01	CCCCCCCCCC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)=CC(O)=C1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	592.6	(2S,3R,4S,5S,6R)-2-[4,6-dihydroxy-2-nonyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	1.5	592.273		NCGC00380514-01	22	6	G	06P	06P_G6
G6	NCGC00384589-01	COC1=CC(\C=C\C(=O)OC[C@H]2O[C@@H](OCCC3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H]2O)=CC=C1O	638.6	[(2R,3R,4S,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-3,5-dihydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	-0.2	638.221		NCGC00384589-01	22	6	G	06P	06P_G6
